build time	recall	latency	build time	recall	latency	build time	recall	latency	build time	recall	latency
3.5464	0.7161	0.4171									
5.4462	0.7161	0.4123									
2.901	0.7162	0.4996									
3.1887	0.7164	0.5303									
3.3886	0.7166	1.0087									
4.7883	0.7167	0.3534									
3.75	0.7169	0.5205									
7.7585	0.7172	0.3874									
3.3452	0.7173	0.5322									
5.3885	0.7174	0.378									
6.0812	0.7181	0.3663									
6.0123	0.7181	0.3704									
2.5792	0.7185	1.7384									
6.0123	0.7194	0.6688									
4.2522	0.7194	0.625									
8.1479	0.7194	0.4939									
3.0637	0.7195	0.5184									
5.3081	0.7198	0.3491									
6.5704	0.7199	0.3853									
4.7883	0.72	0.3478									
5.6675	0.7201	0.5841									
6.4593	0.7203	0.4104									
4.9209	0.7205	0.3758									
6.6163	0.7206	0.6819									
4.2411	0.7206	0.3561									
8.3269	0.7206	0.4929									
4.656	0.7208	0.3546									
2.8771	0.7209	0.9375									
7.2348	0.7209	0.4616									
3.1887	0.7211	0.52									
6.837	0.7211	0.4611									
6.6498	0.7214	0.4095									
2.901	0.7215	0.5079									
6.6163	0.7217	0.3774									
4.7375	0.7218	0.4124									
2.7065	0.7222	1.7158									
2.9654	0.7222	0.9508									
3.1883	0.7224	0.5067									
4.2411	0.7224	0.355									
5.6919	0.7224	0.3851									
3.3452	0.7226	0.5339									
3.3401	0.7229	0.5012									
5.5905	0.7229	0.3776									
3.8436	0.723	0.5432									
3.0637	0.7231	0.513									
5.3885	0.7235	0.3545									
4.8184	0.7235	0.6422									
3.3886	0.7236	0.504									
5.3081	0.7238	0.3541									
5.4024	0.724	0.3626									
3.5464	0.7243	0.4224									
4.9209	0.7248	0.3743									
5.0354	0.7248	0.5326									
12.0604	0.7249	0.4443									
3.1883	0.7255	0.5066									
3.8436	0.7255	0.527									
5.4024	0.7255	0.3504									
3.3401	0.7256	0.5069									
4.656	0.7258	0.3522									
3.75	0.7258	0.5365									
6.0771	0.7259	0.4525									
3.3401	0.726	0.9993									
5.6919	0.7265	0.3595									
3.5464	0.7267	0.4215									
5.5905	0.727	0.375									
3.8436	0.7271	0.5186									
5.0354	0.7271	0.537									
3.3886	0.7272	0.5021									
4.7375	0.7272	0.4273									
6.0123	0.7273	0.3535									
4.656	0.7273	0.3625									
5.4024	0.7275	0.3622									
3.8436	0.7276	0.5196									
3.75	0.7276	0.5283									
4.7375	0.7277	0.4156									
4.9008	0.7277	0.6429									
2.6821	0.7278	1.8168									
5.4024	0.7278	0.3629									
4.7375	0.7279	0.416									
6.8106	0.728	0.4348									
4.7375	0.728	0.4335									
6.0812	0.7282	0.3585									
4.9209	0.7284	0.3672									
5.0354	0.7284	0.5302									
5.0354	0.7287	0.537									
7.7585	0.7287	0.3815									
7.1533	0.7289	0.4955									
6.5704	0.7289	0.3769									
8.0032	0.7294	0.3728									
7.7585	0.7294	0.3893									
5.3885	0.7295	0.3694									
4.9209	0.7296	0.3583									
12.4561	0.7297	0.3796									
6.5704	0.7298	0.3776									
5.6919	0.7301	0.3586									
7.7279	0.7302	0.6894									
7.7585	0.7302	0.3762									
7.7585	0.7304	0.3909									
4.9178	0.7305	0.3884									
6.5704	0.7307	0.3825									
3.75	0.7308	1.0064									
5.6919	0.7309	0.3684									
6.6163	0.731	0.3664									
6.5704	0.731	0.3905									
3.1886	0.7311	0.5691									
5.5905	0.7312	0.3588									
5.3885	0.7314	0.3566									
4.656	0.732	0.679									
6.6977	0.7321	0.448									
5.5905	0.7323	0.3579									
6.0556	0.7325	0.3942									
6.0812	0.7326	0.3532									
5.3885	0.7327	0.692									
3.5819	0.7328	0.5558									
3.5464	0.7328	0.7903									
8.2505	0.7339	0.7315									
3.5159	0.7348	0.6188									
8.9003	0.7353	0.521									
2.5312	0.7356	1.7174									
6.0123	0.7359	0.3495									
2.4437	0.7365	1.7263									
3.6535	0.7365	0.6096									
4.9178	0.7369	0.3759									
7.7279	0.7378	0.3779									
10.4397	0.7378	0.7469									
8.0032	0.7379	0.3671									
3.3766	0.738	0.5572									
5.1721	0.7382	0.4035									
5.9914	0.7383	0.4351									
6.0123	0.7386	0.3607									
3.2654	0.7386	1.0823									
2.4779	0.7393	1.6799									
9.3431	0.7396	0.4669									
8.4841	0.7397	0.4161									
6.6163	0.7399	0.3584									
9.2102	0.7403	0.5176									
6.0275	0.7404	0.3889									
7.2917	0.7408	0.4421									
8.2505	0.7413	0.3967									
2.5792	0.7418	0.8911									
3.2654	0.7418	0.5496									
5.4462	0.7418	0.4									
3.9207	0.7421	0.6228									
3.7983	0.7421	0.6229									
10.4397	0.7423	0.4177									
6.6163	0.7424	0.3629									
2.9092	0.7426	0.9656									
7.2348	0.7426	0.4085									
4.9178	0.7427	0.3822									
5.1721	0.7427	0.3806									
5.0955	0.743	0.5556									
7.4126	0.7436	0.4184									
6.4593	0.7437	0.4053									
6.6498	0.7439	0.4086									
3.1886	0.7442	0.5768									
6.7327	0.7447	0.4595									
6.0556	0.7447	0.3921									
7.6778	0.7447	0.4839									
6.0275	0.7448	0.3885									
4.3063	0.745	0.6069									
4.1563	0.745	0.6169									
4.9178	0.7451	0.3769									
5.4462	0.7457	0.3881									
7.7279	0.746	0.379									
3.5819	0.7461	0.5492									
4.4557	0.7463	0.5925									
6.0556	0.7464	0.3771									
8.0032	0.7465	0.3763									
6.4593	0.7469	0.4009									
3.7529	0.7471	0.9077									
3.4009	0.7473	1.0774									
4.2212	0.7474	0.5627									
5.8733	0.7475	0.4266									
2.7065	0.7477	0.9167									
6.6498	0.7477	0.3947									
6.0556	0.7478	0.3787									
5.1721	0.7479	0.3767									
6.0556	0.7479	0.4013									
7.2348	0.7479	0.4274									
7.8284	0.7481	0.4673									
3.5081	0.7483	0.5634									
8.4841	0.7483	0.4196									
7.9146	0.7484	0.4722									
7.2348	0.7486	0.4068									
2.6821	0.7489	0.92									
5.1721	0.7489	0.3907									
7.2348	0.7489	0.4172									
3.17	0.749	0.9677									
7.2348	0.749	0.4273									
8.2505	0.7491	0.386									
6.0275	0.7492	0.3958									
4.9178	0.7493	0.7146									
8.4841	0.7493	0.3986									
5.4462	0.7494	0.393									
3.3766	0.7498	0.53									
7.9157	0.75	0.4522									
8.4841	0.75	0.4012									
6.6498	0.75	0.4033									
13.3106	0.7501	0.7965									
5.4462	0.7501	0.3951									
8.4841	0.7501	0.4197									
6.0275	0.7502	0.3952									
6.4593	0.7502	0.3941									
8.0032	0.7505	0.3761									
2.7606	0.7507	1.7959									
6.6498	0.7507	0.4152									
4.9209	0.7508	0.6779									
6.4593	0.751	0.3923									
3.2654	0.7512	0.5567									
9.683	0.7515	0.7385									
3.1154	0.7516	0.9645									
3.6157	0.7519	1.1199									
10.4397	0.752	0.395									
3.5081	0.7521	1.1062									
3.8048	0.7522	0.6017									
3.9854	0.7524	0.6034									
6.837	0.7524	0.4232									
5.6675	0.7524	0.5628									
9.683	0.7525	0.4299									
4.4151	0.753	0.5812									
7.7279	0.7536	0.3715									
3.658	0.7536	0.5647									
3.4225	0.7537	1.667									
4.1499	0.754	0.5683									
5.8733	0.7545	0.41									
3.9927	0.7546	0.5698									
13.3106	0.7549	0.4274									
6.5895	0.7552	0.6115									
4.6004	0.7552	0.4927									
3.8048	0.7555	1.0719									
3.1941	0.7555	0.9725									
3.1886	0.7556	0.5602									
10.2182	0.7556	0.7631									
2.703	0.7557	0.9077									
5.6919	0.7557	0.6864									
3.3719	0.7558	0.9298									
10.2182	0.7559	0.4169									
8.5234	0.7563	0.4968									
7.7279	0.7565	0.3632									
5.5905	0.7567	0.6918									
3.8893	0.7568	1.123									
8.2505	0.7568	0.3875									
3.4931	0.7572	0.9583									
3.5081	0.7573	0.5741									
3.5819	0.7579	0.5523									
2.9654	0.7581	1.818									
3.2654	0.7581	0.5594									
2.8771	0.7582	1.8132									
6.5739	0.7582	0.4471									
2.4447	0.7583	1.6542									
3.3264	0.7583	0.9536									
10.4843	0.7584	0.4977									
2.5792	0.7589	0.89									
6.0771	0.7592	0.4268									
3.4009	0.7594	0.5772									
8.2505	0.7594	0.3928									
3.1886	0.7596	0.5439									
5.8733	0.7597	0.4011									
10.4397	0.76	0.3916									
2.4762	0.76	1.6981									
3.658	0.7601	0.5685									
5.0955	0.7601	0.5457									
9.683	0.7602	0.3995									
3.8048	0.7602	0.5769									
3.7467	0.7602	0.6428									
3.3766	0.7604	0.5237									
5.8733	0.7605	0.7733									
6.8106	0.7606	0.4168									
3.0139	0.7608	0.9469									
2.8089	0.7609	0.9043									
3.2654	0.7609	0.5434									
2.703	0.7611	1.7547									
2.6378	0.7614	1.7116									
3.5819	0.7616	0.5541									
5.8733	0.7617	0.3947									
7.5329	0.7618	0.4653									
4.1499	0.7619	0.5641									
13.3106	0.7621	0.4075									
2.6827	0.7623	1.6474									
2.9241	0.7624	0.9179									
2.8721	0.7626	0.9004									
2.9693	0.7627	1.6372									
10.4397	0.7628	0.392									
2.532	0.7629	1.7621									
3.9927	0.7629	0.567									
3.6157	0.7631	0.58									
2.9977	0.7631	0.894									
9.3431	0.7631	0.4434									
2.7065	0.7636	0.9358									
10.2182	0.7636	0.4082									
6.0771	0.7636	0.4293									
12.0604	0.7638	0.4408									
8.1479	0.7639	0.4486									
2.901	0.764	0.9685									
3.5081	0.7641	0.5593									
5.1721	0.7642	0.7119									
8.7792	0.7642	0.4855									
3.3766	0.7643	0.5538									
6.8106	0.7644	0.4122									
5.9914	0.7644	0.423									
2.6821	0.7645	0.9317									
4.6997	0.7646	0.6425									
3.3452	0.7648	1.0631									
3.8893	0.7649	0.5944									
4.2212	0.7651	0.5591									
5.6675	0.7652	0.5588									
7.9146	0.7653	0.4278									
8.3269	0.7653	0.4595									
3.1887	0.7654	1.0095									
3.8048	0.7654	0.5903									
3.658	0.7657	1.1335									
2.8089	0.7658	1.708									
6.6977	0.7658	0.4372									
6.837	0.7659	0.4254									
8.8177	0.7661	0.4664									
3.658	0.7661	0.5616									
3.5081	0.7662	0.573									
7.2917	0.7662	0.4325									
5.0955	0.7663	0.5527									
3.8048	0.7664	0.5903									
12.0604	0.7666	0.8012									
4.8528	0.7666	0.6388									
4.1499	0.7668	0.5502									
4.2212	0.7669	0.5554									
5.6675	0.7669	0.5673									
4.04	0.767	0.6319									
6.837	0.767	0.4182									
3.9927	0.7671	0.5763									
5.0955	0.7672	0.5407									
7.4126	0.7672	0.4206									
6.8106	0.7673	0.4117									
3.658	0.7673	0.5834									
3.9927	0.7673	1.0686									
5.0955	0.7674	0.5658									
5.0955	0.7674	0.569									
9.683	0.7675	0.4074									
5.9914	0.7675	0.4269									
5.6675	0.7675	0.5661									
5.6675	0.7677	0.5664									
2.6079	0.7678	1.6529									
4.2212	0.7678	0.5758									
4.1499	0.7679	0.5436									
4.1499	0.7679	1.076									
3.9927	0.768	0.5547									
6.0771	0.7681	0.4033									
4.2212	0.7681	0.5655									
6.837	0.7683	0.4252									
6.8106	0.7684	0.4004									
12.4561	0.7686	0.4009									
6.837	0.7687	0.4175									
2.703	0.7688	0.8943									
3.0139	0.769	1.776									
9.683	0.7693	0.4093									
6.0771	0.7693	0.3969									
5.5178	0.7693	0.5998									
6.0275	0.7694	0.7534									
3.4009	0.7696	0.5784									
7.2917	0.7697	0.4204									
12.0604	0.77	0.4015									
13.3106	0.7702	0.4171									
5.9914	0.7702	0.4156									
7.4126	0.7702	0.4032									
3.6886	0.7703	0.9416									
2.8721	0.7704	1.7474									
12.4561	0.7705	0.8054									
5.9914	0.7706	0.4229									
4.5168	0.7708	0.607									
10.2182	0.7709	0.4159									
6.6977	0.7713	0.4306									
7.9146	0.7714	0.4298									
2.8089	0.7717	0.9321									
9.3431	0.7717	0.4473									
7.6778	0.7718	0.4333									
3.0139	0.7719	0.9326									
7.2917	0.772	0.4146									
7.9146	0.7721	0.4393									
7.2917	0.7722	0.4316									
7.4126	0.7723	0.4198									
7.9146	0.7724	0.4375									
7.9146	0.7724	0.4623									
9.3431	0.7725	0.4344									
9.3431	0.7726	0.4601									
11.6178	0.7726	0.5243									
2.5792	0.7727	0.8805									
9.3431	0.7727	0.4522									
13.3106	0.7728	0.4233									
6.7327	0.7728	0.4553									
7.4126	0.7728	0.4501									
10.2182	0.773	0.4468									
2.8721	0.773	0.9102									
3.9873	0.773	0.8878									
3.5159	0.7732	0.6278									
7.1533	0.7733	0.4668									
3.6157	0.7736	0.5931									
2.9241	0.7737	0.9097									
2.9977	0.7741	0.8985									
12.4561	0.7743	0.425									
4.2522	0.7748	0.6199									
2.9977	0.7757	1.7257									
3.8893	0.7758	0.5734									
12.0604	0.7758	0.4428									
2.9241	0.7758	1.8359									
6.6977	0.7761	0.461									
3.3719	0.7762	0.9294									
7.9157	0.7766	0.4319									
3.6535	0.7767	1.1557									
8.9003	0.7767	0.4738									
4.4557	0.7769	0.6063									
5.3081	0.777	0.6772									
2.7065	0.7771	0.9125									
2.6821	0.7772	0.9361									
2.5312	0.7773	3.2983									
6.7327	0.7774	0.4529									
12.0604	0.7777	0.4525									
4.7883	0.7778	0.6391									
6.6977	0.7779	0.4578									
2.5792	0.7781	0.9223									
7.8284	0.7781	0.4616									
4.8184	0.7781	0.6295									
2.4437	0.7785	3.3013									
8.7792	0.7787	0.4527									
9.2517	0.7787	0.5049									
2.703	0.7788	0.8999									
3.7983	0.7788	0.6165									
6.5895	0.7795	0.6137									
4.9008	0.7796	0.6399									
9.2102	0.7797	0.4686									
6.0771	0.7798	0.7555									
4.1563	0.7799	0.6336									
6.5739	0.78	0.4401									
10.4843	0.7801	0.4687									
3.4009	0.7804	0.5639									
3.3719	0.7805	0.883									
3.0139	0.7805	0.9382									
2.8089	0.7807	0.882									
3.7529	0.7808	0.9013									
2.8721	0.7809	0.9059									
2.9241	0.7809	0.8814									
6.7327	0.781	0.4791									
2.4779	0.7811	3.2913									
6.6977	0.7812	0.8236									
12.4561	0.7813	0.4265									
3.6535	0.7814	0.6152									
3.5159	0.7814	0.5867									
6.6079	0.7816	0.6426									
2.6821	0.7817	0.9321									
7.9157	0.7817	0.4259									
6.0812	0.7819	0.6839									
6.7327	0.782	0.4706									
2.7065	0.7822	0.9322									
2.703	0.7822	0.909									
7.6778	0.7822	0.4322									
6.8106	0.7825	0.744									
7.8284	0.7826	0.445									
3.9854	0.7826	0.5826									
5.4462	0.7826	0.7321									
2.9977	0.7827	0.8998									
4.4151	0.7829	0.5885									
3.6157	0.783	0.5715									
8.5234	0.7831	0.4557									
3.0139	0.7833	0.936									
2.8721	0.7834	0.9164									
3.9207	0.7835	1.2322									
2.8089	0.7836	0.8928									
3.3719	0.7836	0.9034									
7.6778	0.7836	0.4218									
8.1479	0.7837	0.4356									
3.9873	0.7837	0.9154									
3.4009	0.7838	0.544									
12.4561	0.7838	0.4553									
2.9241	0.7838	0.8983									
6.5739	0.7838	0.4292									
8.7792	0.7838	0.4533									
3.8893	0.7839	0.5941									
8.3269	0.7842	0.4577									
3.3719	0.7844	0.8872									
7.6778	0.7844	0.4438									
7.6778	0.7845	0.4363									
3.7529	0.7845	0.9082									
2.9977	0.7847	0.8855									
8.7792	0.7847	0.4622									
7.9157	0.7848	0.4365									
5.5178	0.785	0.5831									
4.6004	0.785	0.51									
4.6727	0.7851	0.9729									
8.7792	0.7851	0.4631									
3.7529	0.7852	0.879									
3.9873	0.7853	0.9108									
3.7529	0.7854	0.9176									
3.7529	0.7854	0.9255									
8.7792	0.7854	0.4888									
7.9157	0.7855	0.4628									
3.6157	0.7856	0.5775									
4.1563	0.7856	0.6221									
3.7983	0.7858	0.6192									
3.5159	0.7864	1.1657									
8.1479	0.7864	0.4347									
10.4843	0.7864	0.4604									
4.3063	0.7865	1.1469									
3.9873	0.7865	0.9068									
6.5739	0.7866	0.4393									
3.9873	0.7867	0.9228									
7.5329	0.7868	0.4353									
8.3269	0.7868	0.4459									
3.8893	0.7869	0.575									
3.5159	0.787	0.5948									
10.4843	0.7872	0.4625									
7.8284	0.7873	0.4591									
6.5739	0.7873	0.4319									
3.0637	0.7874	1.0552									
10.4843	0.7874	0.4694									
10.4843	0.7874	0.5006									
2.7606	0.7875	0.9365									
3.9207	0.7875	0.6061									
4.4151	0.7876	0.5697									
3.9854	0.7877	0.6076									
7.8284	0.7881	0.4651									
4.3063	0.7882	0.6045									
8.1479	0.7882	0.457									
8.3269	0.7882	0.4435									
4.4557	0.7883	0.6057									
3.6535	0.7884	0.612									
8.3269	0.7884	0.4569									
6.5895	0.7886	0.613									
6.4593	0.7887	0.7212									
8.1479	0.7887	0.4658									
3.5159	0.7889	0.6065									
4.2411	0.7892	0.6887									
8.8177	0.7897	0.442									
2.9092	0.7898	1.833									
6.5895	0.7898	0.615									
4.6004	0.7899	0.5101									
7.5329	0.79	0.4445									
6.6498	0.7904	0.7505									
4.1563	0.7906	0.6158									
4.4557	0.7906	0.6042									
3.7983	0.7907	0.6184									
6.5895	0.7907	0.6164									
5.5178	0.7908	0.582									
6.5895	0.7908	0.6222									
3.9854	0.7912	0.6044									
4.4151	0.7913	0.5727									
5.5178	0.7914	0.5953									
11.6178	0.7914	0.4711									
4.4557	0.7915	0.5832									
4.1563	0.7916	0.6216									
4.4557	0.7919	0.5807									
5.5178	0.792	0.6146									
3.7983	0.7921	0.6286									
4.4151	0.7921	0.579									
5.5178	0.7921	0.609									
2.9654	0.7923	0.9568									
3.1883	0.7923	1.0067									
3.7467	0.7925	0.6054									
8.8177	0.7925	0.434									
3.9854	0.7926	0.6067									
8.5234	0.7926	0.4696									
3.3886	0.7927	1.0096									
7.1533	0.7928	0.4702									
9.2517	0.7928	0.4639									
4.6004	0.7931	0.5146									
5.4024	0.7933	0.6642									
7.5329	0.7934	0.4636									
5.8714	0.7935	0.6236									
6.0123	0.7937	0.6687									
3.9207	0.7939	0.6087									
4.6004	0.7939	0.5062									
2.8771	0.794	0.9428									
8.5234	0.794	0.4605									
7.5329	0.7946	0.4758									
8.5234	0.7946	0.4788									
8.8177	0.7948	0.4548									
3.3401	0.7948	0.996									
8.5234	0.7948	0.4996									
4.8528	0.7949	0.613									
8.8177	0.7954	0.4692									
7.1533	0.7954	0.454									
9.2102	0.7954	0.4671									
4.3063	0.7955	0.597									
3.7983	0.7956	1.155									
8.9003	0.7956	0.462									
6.6163	0.7962	0.6965									
3.6535	0.7965	0.5836									
4.04	0.797	0.6216									
11.6178	0.7971	0.4795									
3.17	0.7972	1.8079									
9.2102	0.7972	0.4632									
7.1533	0.7973	0.4654									
8.9003	0.7973	0.4448									
7.1533	0.7974	0.4801									
11.6178	0.7974	0.4708									
9.2517	0.7977	0.4707									
3.7467	0.7978	0.6004									
9.2517	0.7979	0.4855									
11.6178	0.7979	0.5271									
9.2517	0.798	0.5226									
11.6178	0.798	0.514									
3.5464	0.7981	0.8536									
9.2517	0.7982	0.5395									
7.8284	0.7983	0.818									
5.9914	0.7984	0.7682									
4.6997	0.7985	1.1989									
4.5168	0.7987	0.606									
8.9003	0.7988	0.481									
6.7327	0.7989	0.8411									
8.9003	0.7989	0.4881									
9.2102	0.7989	0.4697									
9.2102	0.799	0.4831									
4.1563	0.7995	1.1958									
3.6535	0.7996	0.581									
2.9092	0.7997	0.9903									
8.0032	0.7999	0.7104									
3.75	0.7999	0.9944									
3.1154	0.8001	1.878									
2.901	0.8004	1.9222									
2.7606	0.8007	0.9227									
3.9207	0.8007	0.6308									
4.2522	0.8011	0.6164									
6.6079	0.8013	0.6268									
4.656	0.8014	0.6692									
4.2933	0.8014	0.9436									
4.04	0.8016	0.6269									
3.3452	0.8018	1.9568									
3.1887	0.8018	1.9138									
4.5168	0.8023	0.6127									
4.3063	0.8027	0.5977									
7.2917	0.8027	0.7674									
3.7467	0.8029	0.6259									
3.8436	0.8031	1.0517									
3.9207	0.8032	0.6686									
5.3885	0.8034	0.6668									
2.5312	0.8035	1.7009									
4.8184	0.8035	0.6123									
3.1886	0.8036	1.0439									
3.1154	0.8037	0.9443									
4.9008	0.8037	0.6132									
3.7467	0.804	0.6055									
7.9157	0.8041	0.7842									
2.9654	0.8043	0.9702									
3.6886	0.8043	0.9233									
3.5819	0.8044	1.0898									
3.17	0.8045	0.9608									
4.8528	0.8046	0.6016									
4.2522	0.8048	0.6223									
4.04	0.805	0.6086									
5.8714	0.8052	0.6088									
2.8771	0.8053	0.941									
4.8528	0.8053	0.6071									
2.4437	0.8057	1.7097									
4.04	0.8057	0.6191									
4.3063	0.8059	0.5884									
4.5168	0.8059	0.6242									
3.1941	0.8061	1.8846									
3.1941	0.8063	0.9625									
4.8184	0.8063	0.6012									
4.8528	0.8064	0.6189									
3.3264	0.8065	0.9503									
4.6997	0.8067	0.6409									
4.8528	0.8067	0.6185									
4.5168	0.8069	0.6263									
4.9008	0.807	0.6137									
6.6079	0.8074	0.6315									
2.4779	0.8075	1.6697									
3.4931	0.8076	1.7969									
7.7279	0.8081	0.7012									
7.4126	0.8081	0.7883									
4.2522	0.8082	0.6229									
6.6079	0.8082	0.6281									
2.9092	0.8085	0.9993									
6.6079	0.8086	0.6443									
10.4397	0.8087	0.7544									
4.6727	0.8087	0.9813									
3.4931	0.8087	0.9768									
6.6079	0.8087	0.6517									
4.2522	0.8089	0.6307									
5.8714	0.8089	0.6041									
7.7585	0.8089	0.6682									
4.8184	0.809	0.6123									
2.4447	0.8091	3.2484									
3.3264	0.8091	1.8172									
5.8714	0.8093	0.6303									
4.9178	0.8095	0.716									
5.8714	0.8095	0.6547									
5.8714	0.8096	0.6499									
4.9008	0.8096	0.6141									
3.3766	0.8097	1.0813									
4.8184	0.8097	0.6196									
4.9209	0.8099	0.6641									
3.9854	0.8103	1.1916									
5.0354	0.8103	1.01									
4.9008	0.8105	0.6186									
2.7606	0.8106	0.9368									
3.7467	0.8113	1.1569									
2.4762	0.8117	3.2295									
3.1154	0.8121	0.9561									
2.6378	0.8121	3.1926									
8.2505	0.8122	0.7408									
2.4447	0.8123	1.6833									
3.17	0.8129	0.9454									
2.7606	0.8133	0.9261									
5.3081	0.8133	1.2437									
4.4151	0.8133	1.1193									
5.5905	0.8134	0.6839									
2.9654	0.8135	0.9516									
3.2404	0.8136	1.6286									
3.1941	0.8138	0.9807									
4.7883	0.8139	1.2942									
4.6997	0.814	0.6443									
6.5704	0.814	0.6994									
5.6919	0.814	0.6736									
3.3264	0.8141	0.9419									
4.2933	0.8142	0.947									
6.0812	0.8144	1.2855									
2.532	0.8144	3.2558									
2.6827	0.8144	3.1984									
2.8771	0.8146	0.9398									
7.5329	0.8149	0.8392									
4.6004	0.8149	0.9288									
2.4762	0.815	1.6758									
2.6827	0.8151	1.6731									
2.5792	0.8152	1.7507									
2.9092	0.8155	0.9742									
2.6378	0.8155	1.6711									
6.0556	0.8159	0.7108									
3.4931	0.8159	0.9674									
2.901	0.816	0.9678									
4.7883	0.8164	0.6576									
2.9654	0.8166	0.9508									
2.532	0.8167	1.7433									
2.6079	0.8167	1.6638									
2.8771	0.8173	0.9536									
3.1887	0.8173	0.9987									
3.6886	0.8173	0.9415									
5.3081	0.8175	0.6681									
6.5739	0.8175	0.8192									
2.9092	0.8178	0.9707									
3.1154	0.818	0.9337									
3.3452	0.8181	1.0136									
3.3264	0.8181	0.9432									
3.6886	0.8183	0.9499									
2.5312	0.8186	1.6814									
3.6886	0.8187	0.9637									
3.6886	0.8188	0.9882									
3.1941	0.8188	1.0175									
4.2933	0.8189	0.9447									
4.2933	0.8191	0.9326									
3.17	0.8192	0.962									
4.2933	0.8192	0.9418									
3.3264	0.8193	0.9396									
4.2933	0.8193	0.9411									
4.6727	0.8195	0.9489									
3.1154	0.8196	0.9229									
2.6079	0.8196	3.2226									
3.1941	0.8197	1.0026									
8.8177	0.8199	0.8245									
3.4931	0.8199	0.9556									
2.7065	0.82	1.7473									
4.2411	0.82	0.6661									
5.1721	0.8202	0.7077									
4.04	0.8203	1.1852									
2.4437	0.8204	1.7431									
3.17	0.8208	0.9676									
4.6727	0.8208	0.9701									
9.683	0.821	0.7662									
4.6997	0.8211	0.6757									
4.6727	0.8212	0.9589									
3.4931	0.8212	0.9533									
13.3106	0.8213	0.8073									
4.6727	0.8213	0.9707									
2.4779	0.822	1.6589									
6.0812	0.822	0.661									
3.2654	0.8221	1.0701									
5.4024	0.8225	0.6742									
4.7883	0.8227	0.6522									
6.0275	0.823	0.7659									
2.6821	0.8232	1.7955									
4.6997	0.8239	0.6649									
3.0637	0.8239	1.035									
5.3081	0.8244	0.6414									
5.8733	0.8244	0.7696									
3.4225	0.8244	1.5915									
4.2411	0.8245	0.676									
2.4447	0.8249	1.6701									
8.1479	0.8255	0.7913									
10.2182	0.8258	0.7851									
4.5168	0.8259	1.1783									
3.4009	0.8262	1.0816									
2.4762	0.8267	1.6746									
2.901	0.8268	0.9755									
4.656	0.8269	0.681									
3.1887	0.827	0.9749									
2.6079	0.827	1.6861									
6.0123	0.8271	1.284									
2.6378	0.8271	1.6954									
2.6827	0.8275	1.6657									
8.3269	0.8275	0.818									
5.4462	0.8276	0.7241									
8.4841	0.8278	0.737									
2.532	0.8279	1.7556									
4.7375	0.828	0.8175									
4.7883	0.8286	0.6559									
3.3452	0.8287	1.0553									
6.0812	0.8287	0.6752									
3.1883	0.8287	0.9867									
6.837	0.8289	0.7807									
3.3886	0.8291	0.9858									
4.2411	0.8292	0.6863									
3.3401	0.8292	1.0373									
6.6163	0.8294	1.3188									
2.9693	0.8295	1.6537									
4.2212	0.8296	1.105									
3.8436	0.8297	1.0477									
8.0032	0.8298	1.3843									
5.3885	0.8298	0.7034									
7.7585	0.8299	0.6898									
4.7883	0.8302	0.6846									
2.5312	0.8303	1.6822									
3.5081	0.8303	1.0707									
4.2411	0.8304	0.69									
4.9209	0.8304	0.6697									
6.0123	0.8305	0.6779									
6.5704	0.8306	0.698									
4.656	0.8307	0.6769									
5.3081	0.8312	0.6597									
3.0637	0.8312	1.0628									
5.4024	0.8314	0.659									
3.6157	0.8317	1.1536									
3.5464	0.8317	0.827									
5.4024	0.8322	0.6599									
5.5905	0.8323	0.6965									
5.0354	0.8323	1.0233									
3.0637	0.8326	1.9893									
5.4024	0.8327	0.6655									
6.4593	0.8327	0.7231									
2.4779	0.8328	1.6555									
5.4024	0.8328	0.6645									
5.3081	0.8329	0.6865									
4.2411	0.8329	1.2738									
4.656	0.833	0.6841									
4.9209	0.833	0.6737									
6.6498	0.8331	0.766									
4.2522	0.8332	1.198									
2.4437	0.8333	1.681									
3.8893	0.8333	1.1211									
4.656	0.8333	0.6959									
3.75	0.8333	0.9848									
5.6919	0.8333	0.6758									
5.3885	0.8334	0.6959									
3.8048	0.8335	1.0665									
12.0604	0.8337	0.7882									
7.1533	0.8337	0.8343									
2.4447	0.8339	1.6718									
2.4762	0.8341	1.671									
3.1886	0.8343	1.9877									
6.5704	0.8344	0.6901									
7.2348	0.8344	0.7381									
6.6163	0.8345	0.7235									
2.5312	0.8346	1.6681									
3.3401	0.8346	0.9819									
6.5704	0.8347	0.7037									
6.5704	0.8347	0.7266									
6.5704	0.8347	0.7364									
3.1887	0.8348	0.9831									
2.6827	0.8348	1.6425									
5.5905	0.8348	0.698									
7.7585	0.8348	0.6963									
2.901	0.8349	0.9714									
5.6919	0.835	0.6724									
3.1883	0.8351	1.0011									
4.9209	0.8352	0.6852									
7.7585	0.8353	0.7052									
6.0812	0.8354	0.6909									
7.7585	0.8355	0.7063									
7.7585	0.8355	0.7276									
4.9209	0.8357	0.682									
2.6079	0.8358	1.7275									
3.3886	0.8359	0.987									
2.6378	0.8359	1.6987									
3.5819	0.836	2.1342									
5.3885	0.836	0.7049									
3.2404	0.836	1.5985									
6.0123	0.8363	0.6922									
2.4762	0.8364	1.6688									
5.3885	0.8364	0.7225									
2.4779	0.8365	1.649									
3.3452	0.8365	1.0277									
5.5905	0.8365	0.7072									
