build time	recall	latency	build time	recall	latency	build time	recall	latency	build time	recall	latency
6.4593	0.9266	1.379									
4.656	0.9267	2.4575									
5.8733	0.9267	1.5133									
6.6498	0.9267	1.4888									
3.9927	0.9268	2.082									
6.6498	0.9268	1.5258									
7.4126	0.9268	1.4373									
6.4593	0.9269	1.4198									
6.4593	0.9269	1.4516									
5.6675	0.9269	1.9681									
2.4762	0.9272	3.2873									
6.7327	0.9273	1.5426									
3.6535	0.9274	2.2093									
2.6827	0.9274	3.3065									
4.1499	0.9274	2.0573									
2.5312	0.9275	3.3714									
2.4437	0.9275	3.2747									
2.4447	0.9275	3.3629									
3.3766	0.9276	3.8984									
2.4779	0.9277	3.2305									
8.2505	0.9277	1.4405									
2.4762	0.928	3.2841									
2.6827	0.928	3.3747									
3.2404	0.928	3.1976									
2.5792	0.9281	6.5878									
9.683	0.9281	2.6402									
2.6079	0.9282	3.2474									
7.7279	0.9284	1.38									
13.3106	0.9284	1.5276									
2.532	0.9284	3.4218									
2.4447	0.9285	3.3701									
2.6079	0.9285	3.2324									
6.837	0.9285	1.4815									
5.3885	0.9287	2.5635									
5.8733	0.9287	1.7609									
2.6378	0.9287	3.2791									
3.2404	0.9288	3.2827									
2.4779	0.9289	3.2473									
2.703	0.9289	3.4728									
2.532	0.929	3.3483									
2.9693	0.929	3.2972									
3.2404	0.929	3.2469									
3.2404	0.929	3.3162									
3.2404	0.929	3.2907									
7.7279	0.9291	1.4327									
3.3401	0.9291	3.6607									
2.6378	0.9291	3.3823									
10.4397	0.9292	1.4741									
2.9693	0.9293	3.2955									
8.2505	0.9294	1.4668									
10.4397	0.9294	1.5033									
2.9693	0.9295	3.2869									
2.9693	0.9295	3.2939									
8.5234	0.9295	1.5876									
7.9157	0.9296	1.5267									
3.4225	0.9298	3.3164									
8.2505	0.9299	1.509									
4.4557	0.9301	2.1489									
3.4225	0.9301	3.3477									
3.4225	0.9301	3.2751									
3.4225	0.9302	3.254									
5.8733	0.9303	1.8768									
6.0771	0.9303	1.5105									
10.2182	0.9305	2.7955									
5.8733	0.9305	1.9066									
3.5159	0.9306	2.177									
9.683	0.931	1.4181									
6.8106	0.9311	1.4703									
13.3106	0.9312	1.517									
6.0771	0.9313	1.4697									
6.5739	0.9314	1.5115									
3.1886	0.9316	2.0852									
3.5464	0.9316	3.5184									
5.9914	0.9317	1.5062									
3.5819	0.9318	2.0414									
6.0771	0.9319	1.4953									
10.4843	0.9319	1.4952									
2.8089	0.932	3.4301									
5.0955	0.932	2.1818									
8.7792	0.932	1.4883									
6.0771	0.9321	1.5468									
6.8106	0.9321	1.5228									
3.3719	0.9321	3.4098									
7.9146	0.9321	1.4835									
6.837	0.9323	1.4432									
7.2917	0.9324	1.4471									
9.3431	0.9324	1.4977									
6.837	0.9326	1.443									
5.9914	0.9326	1.5136									
3.4009	0.9327	3.9636									
6.837	0.9327	1.5259									
9.683	0.9328	1.4484									
6.8106	0.9328	1.559									
6.837	0.9328	1.5677									
3.3766	0.9329	2.0157									
3.9207	0.9329	2.2013									
6.8106	0.9329	1.6106									
5.9914	0.9329	1.612									
7.2917	0.9329	1.4581									
5.9914	0.933	1.5479									
7.2917	0.933	1.5574									
7.2917	0.933	1.5581									
10.2182	0.9332	1.5128									
2.7065	0.9333	6.5349									
7.9146	0.9333	1.4811									
7.9146	0.9333	1.4734									
7.9146	0.9333	1.5699									
7.9146	0.9333	1.618									
4.3063	0.9334	2.2459									
13.3106	0.9336	1.572									
9.3431	0.9336	1.5321									
9.3431	0.9336	1.5366									
7.5329	0.9337	1.6033									
9.3431	0.9337	1.5891									
9.3431	0.9337	1.6262									
7.4126	0.9337	1.4745									
5.8733	0.9338	3.2177									
3.75	0.934	3.7476									
9.683	0.9341	1.4604									
12.0604	0.9341	2.8321									
7.4126	0.9341	1.4733									
2.8721	0.9342	3.3728									
3.2654	0.9342	2.0123									
13.3106	0.9343	1.6368									
2.9241	0.9343	3.5821									
3.1886	0.9344	2.0504									
12.0604	0.9344	1.5057									
4.2212	0.9344	2.0907									
4.9209	0.9344	2.4198									
3.0139	0.9345	3.3614									
7.4126	0.9346	1.5166									
7.4126	0.9346	1.5505									
3.5819	0.9347	2.0583									
9.683	0.9348	1.5194									
8.3269	0.9349	1.5327									
2.6821	0.935	6.7108									
6.6977	0.9351	1.5691									
8.8177	0.9351	1.5781									
10.2182	0.9353	1.5089									
8.1479	0.9353	1.563									
3.3766	0.9356	2.0357									
3.7983	0.9357	2.169									
3.5081	0.9358	2.0685									
3.8048	0.9359	2.0322									
4.1563	0.9359	2.1487									
12.4561	0.9361	2.8253									
3.2654	0.9361	2.0074									
2.9977	0.9362	3.3753									
7.6778	0.9362	1.5349									
6.6977	0.9365	1.5562									
10.2182	0.9366	1.5382									
12.0604	0.9366	1.5241									
3.9927	0.9368	2.0491									
3.6157	0.937	4.0386									
10.2182	0.9371	1.6194									
12.4561	0.9371	1.5385									
3.5081	0.9371	2.0783									
6.6977	0.9371	1.5901									
3.1886	0.9372	2.0527									
3.8048	0.9372	2.0285									
5.1721	0.9372	2.5464									
4.2212	0.9372	2.0603									
5.6675	0.9372	2.0145									
6.6977	0.9373	1.6532									
6.7327	0.9373	1.5977									
4.2212	0.9373	2.0732									
3.5819	0.9375	2.0402									
3.2654	0.9375	2.039									
4.2212	0.9375	2.0617									
4.2212	0.9375	2.0714									
5.0955	0.9375	2.1821									
6.5895	0.9375	2.3234									
3.658	0.9376	2.0777									
3.1886	0.9377	2.062									
3.3766	0.9377	2.0374									
4.1499	0.9377	2.0599									
3.2654	0.9378	2.0681									
3.5081	0.9378	2.0437									
3.9927	0.9378	2.1912									
3.5819	0.9379	2.1003									
3.5081	0.9379	2.0651									
3.8048	0.9379	2.0425									
12.0604	0.938	1.5678									
5.0955	0.938	2.1471									
3.8048	0.9381	2.066									
6.7327	0.9381	1.6004									
5.0955	0.9381	2.0981									
5.0955	0.9381	2.1605									
3.3766	0.9382	2.0562									
3.8893	0.9383	4.082									
12.0604	0.9383	1.6566									
3.9927	0.9383	2.0551									
5.5905	0.9383	2.43									
5.0955	0.9383	2.1782									
3.9927	0.9384	2.0475									
5.6675	0.9384	2.0387									
5.6675	0.9384	1.9938									
5.6675	0.9384	2.0477									
5.6675	0.9384	2.0646									
7.9157	0.9385	1.5936									
4.1499	0.9385	2.0688									
3.658	0.9386	2.0844									
8.7792	0.9386	1.5259									
4.1499	0.9388	2.0959									
4.6997	0.9389	2.3317									
4.1499	0.9389	2.0915									
12.4561	0.939	1.5698									
6.0275	0.939	2.5406									
6.7327	0.939	1.6269									
6.7327	0.939	1.6811									
7.6778	0.939	1.6033									
11.6178	0.939	1.5682									
3.9854	0.9391	2.2106									
3.7467	0.9392	2.2603									
7.6778	0.9392	1.6036									
3.658	0.9393	2.0735									
7.6778	0.9393	1.6644									
7.6778	0.9393	1.7342									
7.9157	0.9394	1.6048									
3.658	0.9394	2.0698									
10.4843	0.9394	1.5262									
4.4151	0.9395	2.258									
7.1533	0.9395	1.6486									
2.7606	0.9396	3.5128									
7.8284	0.9396	1.6154									
8.7792	0.9396	1.5444									
7.9157	0.9397	1.6612									
8.7792	0.9397	1.5433									
7.9157	0.9398	1.7254									
6.5739	0.9398	1.5571									
8.7792	0.9398	1.6412									
8.7792	0.9398	1.6864									
3.2654	0.9399	3.9377									
9.2517	0.9401	1.5741									
3.4009	0.9403	2.0851									
12.4561	0.9404	1.6151									
5.6919	0.9404	2.5218									
4.8528	0.9405	2.2196									
8.9003	0.9405	1.6086									
12.4561	0.9406	1.6568									
6.5739	0.9406	1.5765									
8.3269	0.9406	1.5823									
2.9654	0.9407	3.6848									
5.5178	0.9407	2.2276									
4.6004	0.9407	1.7683									
8.3269	0.9408	1.5927									
10.4843	0.9409	1.5834									
10.4843	0.9409	1.5939									
10.4843	0.9409	1.6735									
10.4843	0.9409	1.7415									
8.3269	0.9409	1.6402									
8.3269	0.941	1.6782									
6.6977	0.9411	2.9118									
6.5739	0.9411	1.6531									
6.5739	0.9411	1.6985									
3.6535	0.9413	4.1438									
7.8284	0.9414	1.6286									
8.1479	0.9415	1.6137									
3.6157	0.9418	2.2038									
8.1479	0.9418	1.6339									
9.2102	0.9418	1.6281									
8.1479	0.9421	1.6827									
8.5234	0.9421	1.5648									
8.1479	0.9422	1.7252									
3.8893	0.9424	2.1763									
7.8284	0.9424	1.668									
2.8771	0.9426	3.541									
7.8284	0.9426	1.7174									
3.4009	0.9432	2.1023									
7.5329	0.9434	1.6152									
8.8177	0.9434	1.5903									
3.9873	0.9435	3.3861									
4.04	0.9436	2.2437									
3.6157	0.944	2.2348									
7.5329	0.944	1.6172									
2.5792	0.9441	3.4342									
8.8177	0.9443	1.5575									
4.4557	0.9444	2.1436									
7.5329	0.9446	1.6995									
8.8177	0.9446	1.6756									
8.5234	0.9446	1.5871									
7.5329	0.9447	1.7755									
8.8177	0.9447	1.7542									
11.6178	0.9447	1.6118									
4.7883	0.9448	2.4696									
8.5234	0.9448	1.6116									
8.5234	0.9449	1.6786									
8.5234	0.9449	1.7921									
3.8893	0.945	2.176									
9.2517	0.945	1.5687									
3.4009	0.9451	2.1101									
8.9003	0.9451	1.6758									
3.4009	0.9453	2.1172									
8.9003	0.9453	1.6798									
4.5168	0.9454	2.339									
11.6178	0.9454	1.6463									
8.9003	0.9455	1.7318									
6.5895	0.9455	2.2614									
11.6178	0.9455	1.713									
11.6178	0.9455	1.8247									
11.6178	0.9455	1.9135									
8.9003	0.9456	1.8315									
3.6157	0.9458	2.2768									
5.4462	0.9458	2.6411									
3.5159	0.9459	2.218									
7.1533	0.9459	1.6469									
6.0812	0.946	2.5755									
6.0771	0.946	2.7009									
3.6157	0.9462	2.1688									
9.2517	0.9462	1.663									
9.2102	0.9462	1.6577									
3.8893	0.9463	2.1796									
7.1533	0.9463	1.6336									
5.5178	0.9463	2.231									
9.2517	0.9463	1.661									
9.2102	0.9463	1.6377									
9.2517	0.9464	1.7404									
9.2517	0.9464	1.85									
9.2102	0.9464	1.8222									
3.8893	0.9465	2.1995									
5.3081	0.9465	2.4099									
7.8284	0.9465	2.9518									
7.1533	0.9465	1.7109									
9.2102	0.9465	1.7391									
4.1563	0.9467	2.1642									
7.1533	0.9467	1.7767									
2.703	0.9468	6.5675									
4.4557	0.9469	2.1531									
6.5895	0.9469	2.3049									
4.4557	0.947	2.1142									
4.2522	0.947	2.2815									
5.5178	0.947	2.3129									
5.5178	0.947	2.324									
6.5895	0.947	2.2735									
6.5895	0.947	2.2455									
6.5895	0.947	2.3037									
4.4557	0.9471	2.1486									
5.5178	0.9471	2.2341									
5.5178	0.9471	2.2768									
4.4557	0.9472	2.1806									
2.7065	0.9474	3.4067									
3.5159	0.9475	2.2736									
4.8184	0.9476	2.2783									
3.9207	0.9477	4.2372									
4.1563	0.9477	2.1746									
2.5792	0.9478	3.5067									
3.7983	0.9478	2.2346									
3.6535	0.9479	2.1917									
3.5081	0.9479	3.8874									
4.6004	0.9479	1.8149									
4.1563	0.948	2.1738									
4.4151	0.948	2.2475									
4.1563	0.9481	2.221									
4.3063	0.9482	4.2703									
3.9854	0.9482	2.1979									
6.8106	0.9483	2.8995									
4.4151	0.9483	2.2733									
4.6004	0.9483	1.9009									
6.6079	0.9483	2.2708									
4.6004	0.9484	1.9215									
4.6004	0.9484	1.9335									
3.5159	0.9485	2.3115									
3.5159	0.9485	2.2386									
3.7983	0.9485	2.1793									
4.4151	0.9486	2.2642									
4.9008	0.9486	2.2578									
2.6821	0.9487	3.4304									
4.4151	0.9487	2.2607									
3.3719	0.9488	3.3631									
3.9854	0.9489	2.2201									
3.7983	0.9491	2.1967									
4.2411	0.9492	2.5629									
3.8048	0.9493	3.9975									
3.7983	0.9493	2.2084									
3.9854	0.9494	2.222									
6.4593	0.9494	2.5851									
2.703	0.9495	3.3714									
3.9854	0.9495	2.2686									
2.5312	0.9497	6.6573									
2.901	0.9497	3.6283									
2.9092	0.9499	3.7333									
3.7529	0.9499	3.4211									
5.8714	0.9499	2.2189									
6.6498	0.95	2.7358									
3.5159	0.9501	4.255									
2.8089	0.9502	3.4135									
3.7467	0.9503	2.2658									
2.7065	0.9504	3.4229									
3.3452	0.9504	3.8115									
3.6535	0.9504	2.2176									
2.5792	0.9506	3.4747									
4.6997	0.9506	4.3728									
3.9207	0.9507	2.2215									
4.8528	0.9508	2.2662									
5.4024	0.9509	2.4973									
2.8721	0.9511	3.407									
4.3063	0.9512	2.2321									
2.8089	0.9512	6.5731									
2.9241	0.9512	3.4476									
3.7467	0.9513	2.2487									
6.7327	0.9513	2.9302									
2.5792	0.9514	3.383									
3.1887	0.9514	3.72									
2.703	0.9514	3.3644									
3.0139	0.9515	3.3766									
2.9977	0.9516	3.3649									
2.4779	0.9517	6.3487									
2.7606	0.9519	6.7207									
6.0123	0.952	2.4937									
2.8089	0.952	3.4417									
2.6821	0.9522	3.3701									
3.6535	0.9522	2.2146									
3.9207	0.9522	2.2491									
3.1154	0.9522	3.7048									
3.6535	0.9524	2.2601									
2.9241	0.9524	3.5171									
3.7467	0.9525	2.2873									
3.3719	0.9525	3.4019									
3.9873	0.9525	3.3924									
3.7467	0.9526	2.3102									
4.8528	0.9526	2.2463									
2.4437	0.9527	6.3386									
3.3719	0.9527	3.3874									
4.8528	0.9527	2.2325									
5.9914	0.9527	2.7606									
2.7065	0.9528	3.4087									
4.3063	0.9528	2.2532									
3.17	0.9528	3.5568									
3.3719	0.9528	3.3862									
3.3719	0.9528	3.3967									
4.8528	0.9528	2.2762									
4.8528	0.9528	2.3356									
3.7529	0.9528	3.45									
2.703	0.953	3.3602									
2.8089	0.953	3.5091									
2.8721	0.953	3.4115									
2.9977	0.9531	3.3802									
3.0139	0.9531	3.3711									
2.8089	0.9532	3.4822									
4.04	0.9532	2.2817									
2.703	0.9533	3.3883									
3.658	0.9533	3.9277									
2.7065	0.9534	3.4014									
3.9207	0.9534	2.2586									
2.9241	0.9534	3.3952									
3.7529	0.9535	3.4763									
2.9654	0.9536	6.7975									
3.9207	0.9536	2.2851									
2.9241	0.9536	3.4363									
3.7529	0.9536	3.4496									
8.0032	0.9537	2.5989									
3.7529	0.9537	3.4291									
2.8721	0.9538	3.3686									
4.04	0.9538	2.3066									
3.7529	0.9538	3.5132									
2.6821	0.9539	3.5588									
4.3063	0.9539	2.3096									
2.9977	0.9539	3.3823									
2.9977	0.9539	3.3985									
3.6886	0.9539	3.7075									
5.8714	0.9539	2.22									
2.8721	0.954	3.406									
2.8721	0.954	6.6124									
3.0139	0.954	3.3508									
3.0139	0.954	3.3566									
3.9873	0.9541	3.3472									
3.9873	0.9541	3.4601									
3.9873	0.9542	3.522									
3.9873	0.9542	3.4948									
4.3063	0.9543	2.3335									
4.8184	0.9544	2.2879									
5.8714	0.9544	2.268									
5.8714	0.9544	2.2646									
5.8714	0.9544	2.3354									
5.8714	0.9544	2.361									
6.6079	0.9544	2.2689									
2.6821	0.9545	3.6516									
6.6163	0.9545	2.5631									
3.9927	0.9545	3.896									
4.2522	0.9545	2.3269									
4.04	0.9546	2.3377									
4.5168	0.9546	2.3616									
4.656	0.9546	2.4644									
2.9241	0.9546	6.636									
3.0139	0.9546	6.5007									
4.04	0.9547	2.3323									
7.9157	0.9547	2.9642									
4.9008	0.9548	2.2607									
3.3264	0.9549	3.524									
3.4931	0.9549	3.5243									
6.6079	0.9549	2.2566									
4.8184	0.955	2.2955									
4.2522	0.9551	2.2778									
4.8184	0.9551	2.3643									
6.6079	0.9551	2.3333									
6.6079	0.9551	2.4262									
6.6079	0.9551	2.4564									
4.8184	0.9552	2.3248									
2.8771	0.9554	6.8661									
4.5168	0.9554	2.3589									
4.9008	0.9554	2.3137									
4.2522	0.9555	2.2902									
4.9008	0.9555	2.3283									
3.1941	0.9556	3.6991									
4.2522	0.9556	2.3445									
4.9008	0.9557	2.3946									
4.5168	0.9558	2.3755									
4.1499	0.9558	3.9522									
4.5168	0.9559	2.443									
6.0812	0.956	4.7257									
10.4397	0.956	2.765									
5.3885	0.9563	2.6102									
7.5329	0.9564	2.986									
4.7883	0.9567	4.6871									
2.9977	0.957	6.5848									
7.2917	0.957	2.756									
4.6997	0.9571	2.3261									
3.7983	0.9571	4.131									
3.0637	0.9573	3.7183									
4.9209	0.9574	2.4499									
4.9178	0.9575	2.6241									
3.7467	0.9576	4.3172									
6.5739	0.958	2.9058									
2.5312	0.9581	12.2085									
6.0556	0.9581	2.6072									
4.6727	0.9582	3.548									
7.4126	0.9582	2.6778									
2.4447	0.9583	6.4903									
8.8177	0.9587	2.9282									
6.5704	0.9587	2.4117									
2.7606	0.9588	3.5195									
5.3081	0.9588	4.6102									
4.1563	0.9588	4.134									
4.6997	0.9589	2.3348									
7.7279	0.959	2.6414									
2.901	0.9595	6.9303									
13.3106	0.9596	2.9462									
7.7585	0.9596	2.4161									
4.7883	0.9597	2.4194									
3.8436	0.9597	3.751									
5.5905	0.9597	2.4315									
8.2505	0.9599	2.6894									
4.6997	0.96	2.3618									
5.6919	0.96	2.5117									
4.2411	0.9602	2.589									
2.4779	0.9603	12.1797									
2.9654	0.9604	3.6612									
4.6997	0.9604	2.4231									
5.3081	0.9605	2.4563									
2.4762	0.9606	6.3583									
3.3886	0.9607	3.743									
2.7606	0.9609	3.511									
4.7883	0.9609	2.4362									
2.6079	0.961	6.3469									
5.4024	0.961	2.4753									
2.4437	0.9611	12.1289									
3.3401	0.9613	3.6573									
4.2411	0.9614	2.6173									
2.6378	0.9614	6.4135									
2.8771	0.9615	3.5375									
5.3081	0.9615	2.4579									
3.3452	0.9616	7.0382									
2.6827	0.9616	6.7912									
2.532	0.9617	6.3903									
3.1883	0.9617	3.6889									
3.1887	0.9619	7.2573									
4.7883	0.9619	2.5035									
3.9854	0.9619	4.1658									
4.2933	0.9619	3.5635									
2.7606	0.962	3.6112									
6.0812	0.962	2.5561									
4.7883	0.9621	2.573									
4.2411	0.9621	2.5751									
2.7606	0.9622	3.5422									
2.9654	0.9623	3.5459									
5.3081	0.9623	2.5234									
3.6886	0.9623	3.6841									
4.2411	0.9624	2.5913									
4.656	0.9624	2.4456									
5.3081	0.9625	2.5651									
8.0032	0.9625	4.9217									
5.4024	0.9625	2.4492									
5.4024	0.9625	2.4613									
8.1479	0.9625	2.946									
5.4024	0.9626	2.4817									
5.4024	0.9626	2.548									
2.9092	0.9627	3.6869									
5.1721	0.9627	2.6107									
3.5464	0.9627	3.3993									
6.5704	0.9629	2.4095									
3.1886	0.963	3.9052									
6.0123	0.963	4.81									
4.656	0.963	2.5121									
3.1154	0.9631	3.7093									
8.3269	0.9631	2.8935									
2.8771	0.9632	3.5566									
4.656	0.9632	2.5555									
5.3885	0.9632	2.5488									
5.0354	0.9632	3.804									
4.656	0.9633	2.6399									
3.3264	0.9633	3.557									
9.683	0.9634	2.8044									
4.04	0.9634	4.2738									
6.837	0.9634	2.6898									
6.5704	0.9634	2.4825									
6.5704	0.9634	2.5018									
6.5704	0.9634	2.5488									
5.8733	0.9635	3.2901									
3.6886	0.9635	3.7092									
4.9209	0.9635	2.5002									
6.5704	0.9635	2.5974									
2.9654	0.9636	3.5658									
6.0812	0.9636	2.5454									
3.17	0.9636	3.5379									
4.4151	0.9636	4.2888									
2.9092	0.9637	3.5856									
5.3885	0.9637	2.5694									
3.6886	0.9637	3.6172									
3.6886	0.9637	3.5377									
3.6886	0.9637	3.7112									
3.1941	0.9637	3.6066									
4.6727	0.9637	3.548									
2.9654	0.9638	3.5827									
4.2411	0.9638	4.7088									
7.1533	0.9638	2.9866									
3.1154	0.9639	3.6619									
5.3885	0.9639	2.6938									
3.4931	0.9639	3.541									
2.8771	0.964	3.5752									
5.3885	0.964	2.7017									
4.9209	0.964	2.5215									
2.8771	0.9642	3.5667									
3.3264	0.9642	3.5788									
4.9209	0.9643	2.5424									
4.6727	0.9643	3.5826									
3.1154	0.9644	3.6387									
3.1154	0.9644	3.6935									
3.17	0.9644	3.5469									
3.1941	0.9644	3.6844									
3.3264	0.9644	3.5959									
3.3264	0.9644	3.6544									
4.9209	0.9644	2.647									
4.2933	0.9644	3.5416									
4.6727	0.9644	3.6095									
4.6727	0.9644	3.6429									
10.4397	0.9645	5.204									
2.9092	0.9645	7.0076									
5.5905	0.9645	2.4505									
4.6727	0.9645	3.5718									
3.4931	0.9645	3.4911									
7.7585	0.9645	2.4479									
2.9092	0.9646	3.6441									
3.75	0.9646	3.7098									
2.9092	0.9647	3.6108									
6.0275	0.9647	2.6183									
3.1941	0.9647	3.6812									
5.5905	0.9647	2.4827									
5.6919	0.9647	2.4942									
10.2182	0.9648	2.8605									
3.17	0.9649	3.5673									
3.1941	0.9649	3.7354									
3.4931	0.9649	3.5234									
3.17	0.965	3.5701									
5.5905	0.965	2.5382									
5.5905	0.965	2.6306									
4.2933	0.965	3.5394									
4.2933	0.965	3.558									
3.4931	0.965	3.5252									
7.7585	0.965	2.4525									
7.7585	0.965	2.5115									
7.7585	0.965	2.566									
7.7585	0.965	2.654									
7.2348	0.965	2.5548									
3.5819	0.9651	3.9404									
6.0812	0.9651	2.5979									
4.2933	0.9651	3.5532									
4.2933	0.9651	3.5159									
4.6004	0.9651	3.579									
5.6919	0.9651	2.5016									
6.0123	0.9652	2.5443									
5.4462	0.9653	2.6552									
5.6919	0.9653	2.6181									
3.3766	0.9654	3.9364									
5.6919	0.9654	2.5575									
8.4841	0.9654	2.6622									
6.0812	0.9655	2.6776									
6.6163	0.9656	4.8098									
12.0604	0.9658	2.8953									
6.0123	0.9662	2.5584									
6.6163	0.9665	2.634									
4.5168	0.9665	4.4419									
3.3452	0.9666	3.7406									
8.9003	0.9666	3.0722									
2.901	0.9667	3.624									
6.0123	0.9667	2.631									
6.4593	0.9667	2.6265									
6.0556	0.9668	2.6366									
6.0123	0.9669	2.7082									
4.9178	0.9669	2.6153									
4.7375	0.9669	3.5861									
6.6977	0.9671	2.9329									
8.0032	0.9672	2.653									
3.1887	0.9674	3.7467									
6.6163	0.9674	2.7127									
13.3106	0.9674	5.4839									
12.4561	0.9675	2.9082									
6.6498	0.9676	2.7099									
4.9178	0.9677	2.6214									
4.2522	0.9678	4.2556									
3.0637	0.9679	3.6555									
7.6778	0.968	2.7892									
6.6163	0.9681	2.689									
3.8436	0.9681	3.7841									
6.6163	0.9682	2.7701									
4.9178	0.9682	2.8066									
3.3452	0.9683	3.6556									
4.9178	0.9683	2.7391									
8.0032	0.9685	2.6518									
6.0771	0.9685	2.727									
6.8106	0.9685	2.9167									
2.901	0.9686	3.6236									
7.2348	0.9686	2.6161									
3.1887	0.9687	3.7395									
7.7279	0.9687	4.8971									
2.4447	0.9687	12.3742									
6.0556	0.9687	2.6174									
9.2102	0.9687	3.005									
3.0637	0.9688	3.6771									
3.4225	0.9688	6.3869									
3.3401	0.9689	3.6733									
6.0556	0.9689	2.6182									
6.0556	0.9689	2.7115									
10.4397	0.969	2.75									
5.1721	0.969	2.6608									
6.0556	0.969	2.8105									
5.0354	0.969	3.7259									
3.3452	0.9691	3.6956									
3.1154	0.9691	7.0391									
3.2654	0.9691	3.9799									
3.3886	0.9692	3.7405									
5.4462	0.9692	2.6747									
3.3452	0.9693	3.7295									
3.3401	0.9693	3.6805									
3.5464	0.9693	3.2631									
5.4462	0.9693	2.7023									
5.9914	0.9693	2.8137									
7.9146	0.9693	2.7653									
3.4009	0.9694	4.1038									
3.0637	0.9694	3.711									
3.1883	0.9694	3.7067									
3.8436	0.9694	3.7568									
7.2348	0.9694	2.6082									
3.0637	0.9695	3.7771									
5.1721	0.9695	2.6283									
2.9693	0.9695	6.5064									
3.8436	0.9695	3.7814									
7.2348	0.9695	2.6528									
8.4841	0.9695	2.743									
3.1887	0.9696	3.6835									
3.1887	0.9696	3.7083									
8.0032	0.9696	2.7393									
3.17	0.9696	6.8604									
3.8436	0.9696	3.7929									
3.3401	0.9696	3.6877									
3.3401	0.9696	3.6975									
5.4462	0.9696	2.7292									
5.4462	0.9696	2.808									
4.7375	0.9696	3.4382									
5.0354	0.9696	3.6937									
7.2348	0.9696	2.7514									
7.2348	0.9696	2.87									
3.3886	0.9697	3.9353									
3.8436	0.9697	3.7173									
3.5464	0.9697	3.2139									
5.0354	0.9697	3.7495									
5.0354	0.9697	3.7456									
5.0354	0.9697	3.7654									
2.901	0.9698	3.7109									
8.0032	0.9698	2.7919									
8.2505	0.9698	4.9989									
5.1721	0.9698	2.7221									
5.1721	0.9698	2.81									
6.0275	0.9698	2.6626									
4.8184	0.9698	4.28									
10.4397	0.9699	2.7995									
4.7375	0.9699	3.3349									
4.7375	0.9699	3.159									
4.7375	0.9699	3.1955									
4.7375	0.9699	3.2061									
3.1883	0.97	3.7397									
3.5464	0.97	3.188									
6.4593	0.97	2.6559									
8.4841	0.97	2.7661									
8.4841	0.97	2.8464									
8.4841	0.97	2.8761									
8.4841	0.97	2.9744									
9.3431	0.97	2.7464									
2.5792	0.9701	6.6831									
7.7279	0.9701	2.6448									
8.2505	0.9701	2.683									
3.0637	0.9701	7.2255									
3.5464	0.9701	3.1949									
6.4593	0.9701	2.6758									
6.4593	0.9701	2.7816									
6.4593	0.9701	2.859									
2.901	0.9702	3.6907									
3.3886	0.9702	3.7082									
3.3886	0.9702	3.7066									
4.9178	0.9702	4.955									
6.0275	0.9702	2.6615									
6.6498	0.9702	2.8029									
3.1883	0.9703	3.693									
7.8284	0.9703	3.0266									
6.6498	0.9703	2.8107									
3.1886	0.9704	7.3332									
3.1883	0.9704	3.7807									
6.0275	0.9704	2.7675									
6.0275	0.9704	2.8406									
4.2212	0.9704	3.8934									
7.2917	0.9704	2.818									
3.75	0.9704	3.7485									
6.6498	0.9705	2.8213									
6.6498	0.9705	2.9581									
6.7327	0.9706	2.9502									
7.4126	0.9706	2.7422									
2.4762	0.9708	12.352									
10.4397	0.9709	2.9203									
6.837	0.9709	2.7583									
3.75	0.9709	3.663									
7.7279	0.971	2.6756									
10.4397	0.971	3.0463									
8.2505	0.9711	2.7308									
5.8733	0.9711	3.2458									
3.75	0.9711	3.7022									
3.75	0.9711	3.733									
8.5234	0.9712	2.8932									
3.6157	0.9713	4.1297									
13.3106	0.9714	3.064									
7.7279	0.9716	2.7716									
4.656	0.9717	4.7379									
5.8733	0.9717	3.1284									
3.8893	0.9718	4.1431									
7.7279	0.9718	2.8266									
4.9008	0.9718	4.2557									
8.2505	0.9719	2.8014									
8.2505	0.972	2.9534									
9.683	0.9721	5.1381									
3.8048	0.9722	4.0889									
3.3264	0.9722	6.8338									
2.6378	0.9722	12.5657									
3.4931	0.9723	6.7142									
5.8733	0.9724	3.2322									
6.837	0.9724	2.7964									
7.2917	0.9724	2.8293									
7.9146	0.9724	2.7571									
5.8733	0.9725	3.1129									
7.9157	0.9725	2.9915									
6.837	0.9725	2.7669									
7.2917	0.9725	2.8587									
7.2917	0.9725	2.9885									
13.3106	0.9726	3.0785									
2.532	0.9726	12.2085									
3.5081	0.9726	4.0614									
6.837	0.9726	2.8982									
6.837	0.9726	3.0056									
7.2917	0.9726	3.1005									
8.7792	0.9726	2.8232									
3.5819	0.9727	7.3505									
9.683	0.9727	2.8371									
2.6079	0.9727	12.2229									
5.9914	0.9728	2.8175									
7.9146	0.9728	2.8866									
7.9146	0.9728	2.901									
7.9146	0.9728	3.046									
7.9146	0.9728	3.0892									
7.4126	0.9728	2.8125									
6.8106	0.9729	2.929									
6.0771	0.973	2.8168									
6.8106	0.973	2.8555									
2.6827	0.973	12.2129									
5.9914	0.973	2.844									
9.3431	0.973	2.7864									
7.4126	0.973	2.9494									
2.5312	0.9731	6.536									
5.9914	0.9731	2.9945									
5.9914	0.9731	3.1579									
7.4126	0.9731	2.8293									
7.4126	0.9731	3.0425									
2.4437	0.9732	6.4197									
